Publikation;Erscheinungstag;Druckprodukt;Startzeit;Produktionsende;Geplante Auflage;Sektion;Papiername;Planungskommentar;?txt_PagesInBroadSheets;Struktur
AZ;2013-03-30;MO_9;2013-03-29 20:48:00;2013-03-29 20:56:00;10200;F1;45 g - Standard;;;
AZ;2013-03-30;WE;2013-03-29 21:10:00;2013-03-29 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-03-30;FU;2013-03-29 21:38:00;2013-03-29 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-03-30;IS;2013-03-29 22:09:00;2013-03-29 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-03-30;ME;2013-03-29 22:52:00;2013-03-29 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-03-30;KF;2013-03-29 23:39:00;2013-03-29 23:58:00;12300;F1;45 g - Standard;;;
TEST;2013-03-29;FREI;2013-03-29 12:01:00;2013-03-29 12:01:00;0;F2;45 g - Standard;;;
Samstag, 30. März 2013
AZ;2013-03-30;BU;2013-03-30 00:13:00;2013-03-30 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-03-30;MO;2013-03-30 00:35:00;2013-03-30 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-03-30;KE;2013-03-30 01:05:00;2013-03-30 01:42:00;24300;F1;45 g - Standard;;;
Sonntag, 31. März 2013
TEST;2013-03-31;SO;2013-03-31 12:01:00;2013-03-31 12:02:00;1;F2;45 g - Standard;;;
Montag, 1. April 2013
AZ;2013-04-02;WE;2013-04-01 21:10:00;2013-04-01 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-04-02;FU;2013-04-01 21:38:00;2013-04-01 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-04-02;IS;2013-04-01 22:09:00;2013-04-01 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-04-02;ME;2013-04-01 22:52:00;2013-04-01 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-04-02;KF;2013-04-01 23:39:00;2013-04-01 23:58:00;12300;F1;45 g - Standard;;;
TEST;2013-04-01;FREI;2013-04-01 12:01:00;2013-04-01 12:01:00;0;F2;45 g - Standard;;;
Dienstag, 2. April 2013
AZ;2013-04-02;BU;2013-04-02 00:13:00;2013-04-02 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-04-02;MO;2013-04-02 00:35:00;2013-04-02 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-04-02;KE;2013-04-02 01:05:00;2013-04-02 01:42:00;24300;F1;45 g - Standard;;;
MDG;2013-04-04;Saturn;2013-04-02 09:10:00;2013-04-02 10:20:00;92000;F1;45 g - Standard;;;
EX;2013-04-05;EXA_01;2013-04-02 11:10:00;2013-04-02 12:44:00;125000;F1;45 g - Standard;;;
AZ;2013-04-03;WE;2013-04-02 21:10:00;2013-04-02 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-04-03;FU;2013-04-02 21:38:00;2013-04-02 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-04-03;IS;2013-04-02 22:09:00;2013-04-02 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-04-03;ME;2013-04-02 22:52:00;2013-04-02 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-04-03;KF;2013-04-02 23:39:00;2013-04-02 23:58:00;12300;F1;45 g - Standard;;;
Mittwoch, 3. April 2013
AZ;2013-04-03;BU;2013-04-03 00:13:00;2013-04-03 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-04-03;MO;2013-04-03 00:35:00;2013-04-03 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-04-03;KE;2013-04-03 01:05:00;2013-04-03 01:42:00;24300;F1;45 g - Standard;;;
WA;2013-04-04;EKE;2013-04-03 08:10:00;2013-04-03 09:36:00;57000;F1;45 g - Standard;;;
WA;2013-04-04;EKF;2013-04-03 09:51:00;2013-04-03 11:23:00;61000;F1;45 g - Standard;;;
WA;2013-04-04;EME;2013-04-03 11:38:00;2013-04-03 12:52:00;49000;F1;45 g - Standard;;;
WA;2013-04-04;EIS;2013-04-03 13:07:00;2013-04-03 14:03:00;37000;F1;45 g - Standard;;;
WA;2013-04-04;EFU;2013-04-03 14:18:00;2013-04-03 14:58:00;26000;F1;45 g - Standard;;;
AZ;2013-04-04;WE;2013-04-03 21:10:00;2013-04-03 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-04-04;FU;2013-04-03 21:38:00;2013-04-03 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-04-04;IS;2013-04-03 22:11:00;2013-04-03 22:39:00;18000;F1;45 g - Standard;;;
AZ;2013-04-04;ME;2013-04-03 22:54:00;2013-04-03 23:26:00;21300;F1;45 g - Standard;;;
AZ;2013-04-04;KF;2013-04-03 23:41:00;2013-04-04 00:18:00;24300;F1;45 g - Standard;;;
Donnerstag, 4. April 2013
AZ;2013-04-04;BU;2013-04-04 00:33:00;2013-04-04 00:40:00;4200;F1;45 g - Standard;;;
AZ;2013-04-04;MO;2013-04-04 00:55:00;2013-04-04 01:10:00;9700;F1;45 g - Standard;;;
AZ;2013-04-04;KE;2013-04-04 01:25:00;2013-04-04 02:02:00;24300;F1;45 g - Standard;;;
HF;2013-04-09;AL_1;2013-04-04 07:10:00;2013-04-04 08:31:00;107000;F1;52 g - UPM Brite 69C;;;
HF;2013-04-08;KE_1;2013-04-04 08:46:00;2013-04-04 09:05:00;24300;F1;52 g - Standard;;;
MDG;2013-04-11;KM_E;2013-04-04 09:40:00;2013-04-04 10:02:00;29000;F1;45 g - Standard;;;
MDG;2013-04-11;KM_MUC;2013-04-04 10:17:00;2013-04-04 10:56:00;51000;F1;45 g - Standard;;;
MDG;2013-04-11;KM_A;2013-04-04 11:11:00;2013-04-04 12:59:00;143000;F1;45 g - Standard;;;
AZ;2013-04-05;WE;2013-04-04 21:10:00;2013-04-04 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-04-05;FU;2013-04-04 21:38:00;2013-04-04 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-04-05;IS;2013-04-04 22:09:00;2013-04-04 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-04-05;ME;2013-04-04 22:52:00;2013-04-04 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-04-05;KF;2013-04-04 23:39:00;2013-04-04 23:58:00;12300;F1;45 g - Standard;;;
Freitag, 5. April 2013
AZ;2013-04-05;BU;2013-04-05 00:13:00;2013-04-05 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-04-05;MO;2013-04-05 00:35:00;2013-04-05 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-04-05;KE;2013-04-05 01:05:00;2013-04-05 01:42:00;24300;F1;45 g - Standard;;;
WA;2013-04-06;ESA_1;2013-04-05 02:10:00;2013-04-05 03:00:00;33000;F1;45 g - Standard;;;
WA;2013-04-06;ESA;2013-04-05 03:15:00;2013-04-05 05:17:00;81000;F1;45 g - Standard;;;
AZ;2013-04-06;AL_1;2013-04-05 15:30:00;2013-04-05 16:59:00;118000;F1;45 g - Standard;;;
AZ;2013-04-06;IS_9;2013-04-05 17:39:00;2013-04-05 17:54:00;19900;F1;45 g - Standard;;;
AZ;2013-04-06;ME_9;2013-04-05 18:09:00;2013-04-05 18:26:00;22600;F1;45 g - Standard;;;
AZ;2013-04-06;WE_9;2013-04-05 18:41:00;2013-04-05 18:49:00;9300;F1;45 g - Standard;;;
AZ;2013-04-06;FU_9;2013-04-05 19:04:00;2013-04-05 19:13:00;11300;F1;45 g - Standard;;;
AZ;2013-04-06;KF_9;2013-04-05 19:28:00;2013-04-05 19:38:00;13100;F1;45 g - Standard;;;
AZ;2013-04-06;BU_9;2013-04-05 19:53:00;2013-04-05 19:57:00;4400;F1;45 g - Standard;;;
AZ;2013-04-06;KE_9;2013-04-05 20:12:00;2013-04-05 20:33:00;27000;F1;45 g - Standard;;;
AZ;2013-04-06;MO_9;2013-04-05 20:48:00;2013-04-05 20:56:00;10200;F1;45 g - Standard;;;
AZ;2013-04-06;WE;2013-04-05 21:10:00;2013-04-05 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-04-06;FU;2013-04-05 21:38:00;2013-04-05 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-04-06;IS;2013-04-05 22:09:00;2013-04-05 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-04-06;ME;2013-04-05 22:52:00;2013-04-05 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-04-06;KF;2013-04-05 23:39:00;2013-04-05 23:58:00;12300;F1;45 g - Standard;;;
Samstag, 6. April 2013
AZ;2013-04-06;BU;2013-04-06 00:13:00;2013-04-06 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-04-06;MO;2013-04-06 00:35:00;2013-04-06 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-04-06;KE;2013-04-06 01:05:00;2013-04-06 01:42:00;24300;F1;45 g - Standard;;;
Sonntag, 7. April 2013
AZ;2013-04-08;WE;2013-04-07 21:10:00;2013-04-07 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-04-08;FU;2013-04-07 21:38:00;2013-04-07 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-04-08;IS;2013-04-07 22:09:00;2013-04-07 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-04-08;ME;2013-04-07 22:52:00;2013-04-07 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-04-08;KF;2013-04-07 23:39:00;2013-04-07 23:58:00;12300;F1;45 g - Standard;;;
TEST;2013-04-07;SO;2013-04-07 12:01:00;2013-04-07 12:02:00;1;F2;45 g - Standard;;;
Montag, 8. April 2013
AZ;2013-04-08;BU;2013-04-08 00:13:00;2013-04-08 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-04-08;MO;2013-04-08 00:35:00;2013-04-08 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-04-08;KE;2013-04-08 01:05:00;2013-04-08 01:42:00;24300;F1;45 g - Standard;;;
MDG;2013-04-11;KM_F;2013-04-08 07:10:00;2013-04-08 07:29:00;25124;F1;45 g - Standard;;;
MDG;2013-04-11;KM_B;2013-04-08 07:44:00;2013-04-08 10:48:00;245000;F1;45 g - Standard;;;
HF;2013-04-09;ME_1;2013-04-08 11:03:00;2013-04-08 11:20:00;21300;F1;52 g - Standard;;;
HF;2013-04-09;IS_1;2013-04-08 11:40:00;2013-04-08 11:54:00;18000;F1;52 g - UPM Brite 69C;;;
MDG;2013-04-11;Saturn;2013-04-08 12:10:00;2013-04-08 13:20:00;92000;F1;45 g - Standard;;;
AZ;2013-04-09;WE;2013-04-08 21:10:00;2013-04-08 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-04-09;FU;2013-04-08 21:38:00;2013-04-08 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-04-09;IS;2013-04-08 22:09:00;2013-04-08 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-04-09;ME;2013-04-08 22:52:00;2013-04-08 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-04-09;KF;2013-04-08 23:39:00;2013-04-08 23:58:00;12300;F1;45 g - Standard;;;
Dienstag, 9. April 2013
AZ;2013-04-09;BU;2013-04-09 00:13:00;2013-04-09 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-04-09;MO;2013-04-09 00:35:00;2013-04-09 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-04-09;KE;2013-04-09 01:05:00;2013-04-09 01:42:00;24300;F1;45 g - Standard;;;
MDG;2013-04-10;EP;2013-04-09 07:10:00;2013-04-09 07:44:00;45000;F1;52 g - UPM Brite 69C;;;
HF;2013-04-12;KE_1;2013-04-09 08:40:00;2013-04-09 08:59:00;24300;F1;52 g - Standard;;;
AZ;2013-04-10;AL_1;2013-04-09 09:55:00;2013-04-09 11:13:00;103000;F1;45 g - Standard;;;
EX;2013-04-12;EXA_01;2013-04-09 11:40:00;2013-04-09 13:14:00;125000;F1;45 g - Standard;;;
WA;2013-04-10;EIS;2013-04-09 14:10:00;2013-04-09 15:06:00;37000;F1;45 g - Standard;;;
WA;2013-04-10;EFU;2013-04-09 15:21:00;2013-04-09 16:01:00;26000;F1;45 g - Standard;;;
AZ;2013-04-10;WE;2013-04-09 21:10:00;2013-04-09 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-04-10;FU;2013-04-09 21:38:00;2013-04-09 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-04-10;IS;2013-04-09 22:09:00;2013-04-09 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-04-10;ME;2013-04-09 22:52:00;2013-04-09 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-04-10;KF;2013-04-09 23:39:00;2013-04-10 00:16:00;24300;F1;45 g - Standard;;;
Mittwoch, 10. April 2013
AZ;2013-04-10;BU;2013-04-10 00:31:00;2013-04-10 00:38:00;4200;F1;45 g - Standard;;;
AZ;2013-04-10;MO;2013-04-10 00:53:00;2013-04-10 01:08:00;9700;F1;45 g - Standard;;;
AZ;2013-04-10;KE;2013-04-10 01:23:00;2013-04-10 02:00:00;24300;F1;45 g - Standard;;;
HF;2013-04-13;AL_1;2013-04-10 06:50:00;2013-04-10 09:52:00;121000;F1;45 g - Standard;;;
WA;2013-04-11;EKE;2013-04-10 10:10:00;2013-04-10 10:53:00;57000;F1;45 g - Standard;;;
WA;2013-04-11;EKF;2013-04-10 11:08:00;2013-04-10 11:54:00;61000;F1;45 g - Standard;;;
WA;2013-04-11;EME;2013-04-10 12:09:00;2013-04-10 12:46:00;49000;F1;45 g - Standard;;;
MDG;2013-04-12;Papst;2013-04-10 16:10:00;2013-04-10 16:26:00;10000;F1;52 g - UPM Brite 69C;;;
AZ;2013-04-11;WE;2013-04-10 21:10:00;2013-04-10 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-04-11;FU;2013-04-10 21:38:00;2013-04-10 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-04-11;IS;2013-04-10 22:09:00;2013-04-10 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-04-11;ME;2013-04-10 22:52:00;2013-04-10 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-04-11;KF;2013-04-10 23:39:00;2013-04-11 00:16:00;24300;F1;45 g - Standard;;;
Donnerstag, 11. April 2013
AZ;2013-04-11;BU;2013-04-11 00:31:00;2013-04-11 00:38:00;4200;F1;45 g - Standard;;;
AZ;2013-04-11;KE;2013-04-11 00:53:00;2013-04-11 01:30:00;24300;F1;45 g - Standard;;;
AZ;2013-04-11;MO;2013-04-11 01:45:00;2013-04-11 02:00:00;9700;F1;45 g - Standard;;;
HF;2013-04-16;AL_1;2013-04-11 09:10:00;2013-04-11 10:31:00;107000;F1;52 g - UPM Brite 69C;;;
WA;2013-04-13;ESA_1;2013-04-11 16:40:00;2013-04-11 17:30:00;33000;F1;45 g - Standard;;;
WA;2013-04-13;ESA;2013-04-11 17:45:00;2013-04-11 19:47:00;81000;F1;45 g - Standard;;;
AZ;2013-04-12;WE;2013-04-11 21:10:00;2013-04-11 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-04-12;FU;2013-04-11 21:38:00;2013-04-11 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-04-12;IS;2013-04-11 22:09:00;2013-04-11 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-04-12;ME;2013-04-11 22:52:00;2013-04-11 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-04-12;KF;2013-04-11 23:39:00;2013-04-11 23:58:00;12300;F1;45 g - Standard;;;
Freitag, 12. April 2013
AZ;2013-04-12;BU;2013-04-12 00:13:00;2013-04-12 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-04-12;MO;2013-04-12 00:35:00;2013-04-12 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-04-12;KE;2013-04-12 01:05:00;2013-04-12 01:42:00;24300;F1;45 g - Standard;;;
MDG;2013-04-18;KM_E;2013-04-12 07:40:00;2013-04-12 08:02:00;29000;F1;45 g - Standard;;;
MDG;2013-04-18;KM_MUC;2013-04-12 08:17:00;2013-04-12 08:56:00;51000;F1;45 g - Standard;;;
MDG;2013-04-18;KM_A;2013-04-12 09:11:00;2013-04-12 10:59:00;143000;F1;45 g - Standard;;;
AZ;2013-04-13;AL_1;2013-04-12 15:30:00;2013-04-12 16:59:00;118000;F1;45 g - Standard;;;
AZ;2013-04-13;IS_9;2013-04-12 17:39:00;2013-04-12 17:54:00;19900;F1;45 g - Standard;;;
AZ;2013-04-13;ME_9;2013-04-12 18:09:00;2013-04-12 18:26:00;22600;F1;45 g - Standard;;;
AZ;2013-04-13;WE_9;2013-04-12 18:41:00;2013-04-12 18:49:00;9300;F1;45 g - Standard;;;
AZ;2013-04-13;FU_9;2013-04-12 19:04:00;2013-04-12 19:13:00;11300;F1;45 g - Standard;;;
AZ;2013-04-13;KF_9;2013-04-12 19:28:00;2013-04-12 19:38:00;13100;F1;45 g - Standard;;;
AZ;2013-04-13;BU_9;2013-04-12 19:53:00;2013-04-12 19:57:00;4400;F1;45 g - Standard;;;
AZ;2013-04-13;KE_9;2013-04-12 20:12:00;2013-04-12 20:33:00;27000;F1;45 g - Standard;;;
AZ;2013-04-13;MO_9;2013-04-12 20:48:00;2013-04-12 20:56:00;10200;F1;45 g - Standard;;;
AZ;2013-04-13;WE;2013-04-12 21:10:00;2013-04-12 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-04-13;FU;2013-04-12 21:38:00;2013-04-12 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-04-13;IS;2013-04-12 22:09:00;2013-04-12 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-04-13;ME;2013-04-12 22:52:00;2013-04-12 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-04-13;KF;2013-04-12 23:39:00;2013-04-12 23:58:00;12300;F1;45 g - Standard;;;
Samstag, 13. April 2013
AZ;2013-04-13;BU;2013-04-13 00:13:00;2013-04-13 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-04-13;MO;2013-04-13 00:35:00;2013-04-13 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-04-13;KE;2013-04-13 01:05:00;2013-04-13 01:42:00;24300;F1;45 g - Standard;;;
Sonntag, 14. April 2013
AZ;2013-04-15;WE;2013-04-14 21:10:00;2013-04-14 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-04-15;FU;2013-04-14 21:38:00;2013-04-14 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-04-15;IS;2013-04-14 22:09:00;2013-04-14 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-04-15;ME;2013-04-14 22:52:00;2013-04-14 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-04-15;KF;2013-04-14 23:39:00;2013-04-14 23:58:00;12300;F1;45 g - Standard;;;
TEST;2013-04-14;SO;2013-04-14 12:01:00;2013-04-14 12:02:00;1;F2;45 g - Standard;;;
Montag, 15. April 2013
AZ;2013-04-15;BU;2013-04-15 00:13:00;2013-04-15 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-04-15;MO;2013-04-15 00:35:00;2013-04-15 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-04-15;KE;2013-04-15 01:05:00;2013-04-15 01:42:00;24300;F1;45 g - Standard;;;
MDG;2013-04-18;KM_B;2013-04-15 07:44:00;2013-04-15 10:48:00;245000;F1;45 g - Standard;;;
HF;2013-04-17;ME_1;2013-04-15 11:10:00;2013-04-15 12:31:00;53500;F1;52 g - UPM Brite 69C;;;
AZ;2013-04-16;WE;2013-04-15 21:10:00;2013-04-15 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-04-16;FU;2013-04-15 21:38:00;2013-04-15 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-04-16;IS;2013-04-15 22:09:00;2013-04-15 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-04-16;ME;2013-04-15 22:52:00;2013-04-15 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-04-16;KF;2013-04-15 23:39:00;2013-04-15 23:58:00;12300;F1;45 g - Standard;;;
Dienstag, 16. April 2013
AZ;2013-04-16;BU;2013-04-16 00:13:00;2013-04-16 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-04-16;MO;2013-04-16 00:35:00;2013-04-16 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-04-16;KE;2013-04-16 01:05:00;2013-04-16 01:42:00;24300;F1;45 g - Standard;;;
EX;2013-04-19;EXA_01;2013-04-16 10:10:00;2013-04-16 11:44:00;125000;F1;45 g - Standard;;;
MDG;2013-04-18;Saturn;2013-04-16 11:55:00;2013-04-16 13:05:00;92000;F1;45 g - Standard;;;
WA;2013-04-17;EIS;2013-04-16 14:10:00;2013-04-16 15:06:00;37000;F1;45 g - Standard;;;
WA;2013-04-17;EFU;2013-04-16 15:21:00;2013-04-16 16:01:00;26000;F1;45 g - Standard;;;
AZ;2013-04-17;WE;2013-04-16 21:10:00;2013-04-16 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-04-17;FU;2013-04-16 21:38:00;2013-04-16 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-04-17;IS;2013-04-16 22:09:00;2013-04-16 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-04-17;ME;2013-04-16 22:52:00;2013-04-16 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-04-17;KF;2013-04-16 23:39:00;2013-04-17 00:16:00;24300;F1;45 g - Standard;;;
Mittwoch, 17. April 2013
AZ;2013-04-17;BU;2013-04-17 00:31:00;2013-04-17 00:38:00;4200;F1;45 g - Standard;;;
AZ;2013-04-17;MO;2013-04-17 00:53:00;2013-04-17 01:08:00;9700;F1;45 g - Standard;;;
AZ;2013-04-17;KE;2013-04-17 01:23:00;2013-04-17 02:00:00;24300;F1;45 g - Standard;;;
WA;2013-04-18;EKE;2013-04-17 10:10:00;2013-04-17 10:53:00;57000;F1;45 g - Standard;;;
WA;2013-04-18;EKF;2013-04-17 11:08:00;2013-04-17 11:54:00;61000;F1;45 g - Standard;;;
WA;2013-04-18;EME;2013-04-17 12:09:00;2013-04-17 12:46:00;49000;F1;45 g - Standard;;;
MDG;2013-04-19;Papst;2013-04-17 16:10:00;2013-04-17 16:26:00;10000;F1;52 g - UPM Brite 69C;;;
AZ;2013-04-18;WE;2013-04-17 21:10:00;2013-04-17 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-04-18;FU;2013-04-17 21:38:00;2013-04-17 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-04-18;IS;2013-04-17 22:09:00;2013-04-17 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-04-18;ME;2013-04-17 22:52:00;2013-04-17 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-04-18;KF;2013-04-17 23:39:00;2013-04-18 00:16:00;24300;F1;45 g - Standard;;;
Donnerstag, 18. April 2013
AZ;2013-04-18;BU;2013-04-18 00:31:00;2013-04-18 00:38:00;4200;F1;45 g - Standard;;;
AZ;2013-04-18;KE;2013-04-18 00:53:00;2013-04-18 01:30:00;24300;F1;45 g - Standard;;;
AZ;2013-04-18;MO;2013-04-18 01:45:00;2013-04-18 02:00:00;9700;F1;45 g - Standard;;;
HF;2013-04-23;AL_1;2013-04-18 07:10:00;2013-04-18 08:38:00;116000;F1;52 g - UPM Brite 69C;;;
MDG;2013-04-24;Mayer;2013-04-18 13:40:00;2013-04-18 15:26:00;140000;F1;52 g - UPM Brite 69C;;;
WA;2013-04-20;ESA_1;2013-04-18 16:40:00;2013-04-18 17:30:00;33000;F1;45 g - Standard;;;
WA;2013-04-20;ESA;2013-04-18 17:45:00;2013-04-18 19:47:00;81000;F1;45 g - Standard;;;
AZ;2013-04-19;WE;2013-04-18 21:10:00;2013-04-18 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-04-19;FU;2013-04-18 21:38:00;2013-04-18 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-04-19;IS;2013-04-18 22:09:00;2013-04-18 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-04-19;ME;2013-04-18 22:52:00;2013-04-18 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-04-19;KF;2013-04-18 23:39:00;2013-04-18 23:58:00;12300;F1;45 g - Standard;;;
Freitag, 19. April 2013
AZ;2013-04-19;BU;2013-04-19 00:13:00;2013-04-19 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-04-19;MO;2013-04-19 00:35:00;2013-04-19 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-04-19;KE;2013-04-19 01:05:00;2013-04-19 01:42:00;24300;F1;45 g - Standard;;;
MDG;2013-04-25;KM_E;2013-04-19 07:40:00;2013-04-19 08:02:00;29000;F1;45 g - Standard;;;
MDG;2013-04-25;KM_MUC;2013-04-19 08:17:00;2013-04-19 08:56:00;51000;F1;45 g - Standard;;;
MDG;2013-04-25;KM_A;2013-04-19 09:11:00;2013-04-19 10:59:00;143000;F1;45 g - Standard;;;
AZ;2013-04-20;AL_1;2013-04-19 15:30:00;2013-04-19 16:59:00;118000;F1;45 g - Standard;;;
AZ;2013-04-20;IS_9;2013-04-19 17:39:00;2013-04-19 17:54:00;19900;F1;45 g - Standard;;;
AZ;2013-04-20;ME_9;2013-04-19 18:09:00;2013-04-19 18:26:00;22600;F1;45 g - Standard;;;
AZ;2013-04-20;WE_9;2013-04-19 18:41:00;2013-04-19 18:49:00;9300;F1;45 g - Standard;;;
AZ;2013-04-20;FU_9;2013-04-19 19:04:00;2013-04-19 19:13:00;11300;F1;45 g - Standard;;;
AZ;2013-04-20;KF_9;2013-04-19 19:28:00;2013-04-19 19:38:00;13100;F1;45 g - Standard;;;
AZ;2013-04-20;BU_9;2013-04-19 19:53:00;2013-04-19 19:57:00;4400;F1;45 g - Standard;;;
AZ;2013-04-20;KE_9;2013-04-19 20:12:00;2013-04-19 20:33:00;27000;F1;45 g - Standard;;;
AZ;2013-04-20;MO_9;2013-04-19 20:48:00;2013-04-19 20:56:00;10200;F1;45 g - Standard;;;
AZ;2013-04-20;WE;2013-04-19 21:10:00;2013-04-19 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-04-20;FU;2013-04-19 21:38:00;2013-04-19 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-04-20;IS;2013-04-19 22:09:00;2013-04-19 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-04-20;ME;2013-04-19 22:52:00;2013-04-19 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-04-20;KF;2013-04-19 23:39:00;2013-04-19 23:58:00;12300;F1;45 g - Standard;;;
Samstag, 20. April 2013
AZ;2013-04-20;BU;2013-04-20 00:13:00;2013-04-20 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-04-20;MO;2013-04-20 00:35:00;2013-04-20 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-04-20;KE;2013-04-20 01:05:00;2013-04-20 01:42:00;24300;F1;45 g - Standard;;;
Sonntag, 21. April 2013
AZ;2013-04-22;WE;2013-04-21 21:10:00;2013-04-21 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-04-22;FU;2013-04-21 21:38:00;2013-04-21 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-04-22;IS;2013-04-21 22:09:00;2013-04-21 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-04-22;ME;2013-04-21 22:52:00;2013-04-21 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-04-22;KF;2013-04-21 23:39:00;2013-04-21 23:58:00;12300;F1;45 g - Standard;;;
