Publikation;Erscheinungstag;Druckprodukt;Startzeit;Produktionsende;Geplante Auflage;Sektion;Papiername;Planungskommentar;?txt_PagesInBroadSheets;Struktur
HF;2013-07-26;AL_1;2013-07-23 07:40:00;2013-07-23 09:11:00;120000;F1;52 g - Standard;;;
MDG;2013-07-25;Saturn;2013-07-23 11:55:00;2013-07-23 13:05:00;92000;F1;45 g - Standard;;;
WA;2013-07-24;EIS;2013-07-23 14:10:00;2013-07-23 15:06:00;37000;F1;45 g - Standard;;;
WA;2013-07-24;EFU;2013-07-23 15:21:00;2013-07-23 16:01:00;26000;F1;45 g - Standard;;;
AZ;2013-07-24;WE;2013-07-23 21:10:00;2013-07-23 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-07-24;FU;2013-07-23 21:38:00;2013-07-23 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-07-24;IS;2013-07-23 22:09:00;2013-07-23 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-07-24;ME;2013-07-23 22:52:00;2013-07-23 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-07-24;KF;2013-07-23 23:39:00;2013-07-24 00:16:00;24300;F1;45 g - Standard;;;
Mittwoch, 24. Juli 2013
AZ;2013-07-24;BU;2013-07-24 00:31:00;2013-07-24 00:38:00;4200;F1;45 g - Standard;;;
AZ;2013-07-24;MO;2013-07-24 00:53:00;2013-07-24 01:08:00;9700;F1;45 g - Standard;;;
AZ;2013-07-24;KE;2013-07-24 01:23:00;2013-07-24 02:00:00;24300;F1;45 g - Standard;;;
MDG;2013-07-29;Live;2013-07-24 09:10:00;2013-07-24 09:26:00;10000;F1;45 g - Standard;;;
WA;2013-07-25;EKE;2013-07-24 10:10:00;2013-07-24 10:53:00;57000;F1;45 g - Standard;;;
WA;2013-07-25;EKF;2013-07-24 11:08:00;2013-07-24 11:54:00;61000;F1;45 g - Standard;;;
WA;2013-07-25;EME;2013-07-24 12:09:00;2013-07-24 12:46:00;49000;F1;45 g - Standard;;;
MDG;2013-07-26;Papst;2013-07-24 16:10:00;2013-07-24 16:26:00;10000;F1;52 g - UPM Brite 69C;;;
AZ;2013-07-25;WE;2013-07-24 21:10:00;2013-07-24 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-07-25;FU;2013-07-24 21:38:00;2013-07-24 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-07-25;IS;2013-07-24 22:09:00;2013-07-24 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-07-25;ME;2013-07-24 22:52:00;2013-07-24 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-07-25;KF;2013-07-24 23:39:00;2013-07-25 00:16:00;24300;F1;45 g - Standard;;;
Donnerstag, 25. Juli 2013
AZ;2013-07-25;BU;2013-07-25 00:31:00;2013-07-25 00:38:00;4200;F1;45 g - Standard;;;
AZ;2013-07-25;KE;2013-07-25 00:53:00;2013-07-25 01:30:00;24300;F1;45 g - Standard;;;
AZ;2013-07-25;MO;2013-07-25 01:45:00;2013-07-25 02:00:00;9700;F1;45 g - Standard;;;
HF;2013-07-30;AL_1;2013-07-25 07:10:00;2013-07-25 08:33:00;110000;F1;52 g - UPM Brite 69C;;;
WA;2013-07-27;ESA_1;2013-07-25 16:40:00;2013-07-25 17:30:00;33000;F1;45 g - Standard;;;
WA;2013-07-27;ESA;2013-07-25 17:45:00;2013-07-25 19:47:00;81000;F1;45 g - Standard;;;
AZ;2013-07-26;WE;2013-07-25 21:10:00;2013-07-25 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-07-26;FU;2013-07-25 21:38:00;2013-07-25 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-07-26;IS;2013-07-25 22:09:00;2013-07-25 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-07-26;ME;2013-07-25 22:52:00;2013-07-25 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-07-26;KF;2013-07-25 23:39:00;2013-07-25 23:58:00;12300;F1;45 g - Standard;;;
Freitag, 26. Juli 2013
AZ;2013-07-26;BU;2013-07-26 00:13:00;2013-07-26 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-07-26;MO;2013-07-26 00:35:00;2013-07-26 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-07-26;KE;2013-07-26 01:05:00;2013-07-26 01:42:00;24300;F1;45 g - Standard;;;
MDG;2013-08-01;KM_E;2013-07-26 07:40:00;2013-07-26 08:02:00;29000;F1;45 g - Standard;;;
MDG;2013-08-01;KM_MUC;2013-07-26 08:17:00;2013-07-26 08:56:00;51000;F1;45 g - Standard;;;
MDG;2013-08-01;KM_A;2013-07-26 09:11:00;2013-07-26 10:59:00;143000;F1;45 g - Standard;;;
HF;2013-07-29;IS_1;2013-07-26 13:40:00;2013-07-26 14:18:00;50500;F1;52 g - UPM Brite 69C;;;
AZ;2013-07-27;AL_1;2013-07-26 15:30:00;2013-07-26 16:59:00;118000;F1;45 g - Standard;;;
AZ;2013-07-27;IS_9;2013-07-26 17:39:00;2013-07-26 17:54:00;19900;F1;45 g - Standard;;;
AZ;2013-07-27;ME_9;2013-07-26 18:09:00;2013-07-26 18:26:00;22600;F1;45 g - Standard;;;
AZ;2013-07-27;WE_9;2013-07-26 18:41:00;2013-07-26 18:49:00;9300;F1;45 g - Standard;;;
AZ;2013-07-27;FU_9;2013-07-26 19:04:00;2013-07-26 19:13:00;11300;F1;45 g - Standard;;;
AZ;2013-07-27;KF_9;2013-07-26 19:28:00;2013-07-26 19:38:00;13100;F1;45 g - Standard;;;
AZ;2013-07-27;BU_9;2013-07-26 19:53:00;2013-07-26 19:57:00;4400;F1;45 g - Standard;;;
AZ;2013-07-27;KE_9;2013-07-26 20:12:00;2013-07-26 20:33:00;27000;F1;45 g - Standard;;;
AZ;2013-07-27;MO_9;2013-07-26 20:48:00;2013-07-26 20:56:00;10200;F1;45 g - Standard;;;
AZ;2013-07-27;WE;2013-07-26 21:10:00;2013-07-26 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-07-27;FU;2013-07-26 21:38:00;2013-07-26 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-07-27;IS;2013-07-26 22:09:00;2013-07-26 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-07-27;ME;2013-07-26 22:52:00;2013-07-26 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-07-27;KF;2013-07-26 23:39:00;2013-07-26 23:58:00;12300;F1;45 g - Standard;;;
Samstag, 27. Juli 2013
AZ;2013-07-27;BU;2013-07-27 00:13:00;2013-07-27 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-07-27;MO;2013-07-27 00:35:00;2013-07-27 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-07-27;KE;2013-07-27 01:05:00;2013-07-27 01:42:00;24300;F1;45 g - Standard;;;
Sonntag, 28. Juli 2013
AZ;2013-07-29;WE;2013-07-28 21:10:00;2013-07-28 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-07-29;FU;2013-07-28 21:38:00;2013-07-28 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-07-29;IS;2013-07-28 22:09:00;2013-07-28 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-07-29;ME;2013-07-28 22:52:00;2013-07-28 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-07-29;KF;2013-07-28 23:39:00;2013-07-28 23:58:00;12300;F1;45 g - Standard;;;
TEST;2013-07-28;SO;2013-07-28 12:01:00;2013-07-28 12:02:00;1;F2;45 g - Standard;;;
Montag, 29. Juli 2013
AZ;2013-07-29;BU;2013-07-29 00:13:00;2013-07-29 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-07-29;MO;2013-07-29 00:35:00;2013-07-29 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-07-29;KE;2013-07-29 01:05:00;2013-07-29 01:42:00;24300;F1;45 g - Standard;;;
MDG;2013-08-01;KM_B;2013-07-29 07:44:00;2013-07-29 10:48:00;245000;F1;45 g - Standard;;;
AZ;2013-07-30;WE;2013-07-29 21:10:00;2013-07-29 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-07-30;FU;2013-07-29 21:38:00;2013-07-29 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-07-30;IS;2013-07-29 22:09:00;2013-07-29 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-07-30;ME;2013-07-29 22:52:00;2013-07-29 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-07-30;KF;2013-07-29 23:39:00;2013-07-29 23:58:00;12300;F1;45 g - Standard;;;
Dienstag, 30. Juli 2013
AZ;2013-07-30;BU;2013-07-30 00:13:00;2013-07-30 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-07-30;MO;2013-07-30 00:35:00;2013-07-30 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-07-30;KE;2013-07-30 01:05:00;2013-07-30 01:42:00;24300;F1;45 g - Standard;;;
EX;2013-08-02;EXA_01;2013-07-30 08:40:00;2013-07-30 10:14:00;125000;F1;45 g - Standard;;;
HF;2013-08-02;ME_1;2013-07-30 11:10:00;2013-07-30 11:27:00;21500;F1;52 g - Standard;;;
MDG;2013-08-01;Saturn;2013-07-30 11:55:00;2013-07-30 13:05:00;92000;F1;45 g - Standard;;;
WA;2013-07-31;EIS;2013-07-30 14:10:00;2013-07-30 15:06:00;37000;F1;45 g - Standard;;;
WA;2013-07-31;EFU;2013-07-30 15:21:00;2013-07-30 16:01:00;26000;F1;45 g - Standard;;;
AZ;2013-07-31;WE;2013-07-30 21:10:00;2013-07-30 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-07-31;FU;2013-07-30 21:38:00;2013-07-30 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-07-31;IS;2013-07-30 22:09:00;2013-07-30 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-07-31;ME;2013-07-30 22:52:00;2013-07-30 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-07-31;KF;2013-07-30 23:39:00;2013-07-31 00:16:00;24300;F1;45 g - Standard;;;
Mittwoch, 31. Juli 2013
AZ;2013-07-31;BU;2013-07-31 00:31:00;2013-07-31 00:38:00;4200;F1;45 g - Standard;;;
AZ;2013-07-31;MO;2013-07-31 00:53:00;2013-07-31 01:08:00;9700;F1;45 g - Standard;;;
AZ;2013-07-31;KE;2013-07-31 01:23:00;2013-07-31 02:00:00;24300;F1;45 g - Standard;;;
WA;2013-08-01;EKE;2013-07-31 10:10:00;2013-07-31 10:53:00;57000;F1;45 g - Standard;;;
WA;2013-08-01;EKF;2013-07-31 11:08:00;2013-07-31 11:54:00;61000;F1;45 g - Standard;;;
WA;2013-08-01;EME;2013-07-31 12:09:00;2013-07-31 12:46:00;49000;F1;45 g - Standard;;;
AZ;2013-08-01;WE;2013-07-31 21:10:00;2013-07-31 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-08-01;FU;2013-07-31 21:38:00;2013-07-31 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-08-01;IS;2013-07-31 22:09:00;2013-07-31 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-08-01;ME;2013-07-31 22:52:00;2013-07-31 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-08-01;KF;2013-07-31 23:39:00;2013-08-01 00:16:00;24300;F1;45 g - Standard;;;
Donnerstag, 1. August 2013
AZ;2013-08-01;BU;2013-08-01 00:31:00;2013-08-01 00:38:00;4200;F1;45 g - Standard;;;
AZ;2013-08-01;KE;2013-08-01 00:53:00;2013-08-01 01:30:00;24300;F1;45 g - Standard;;;
AZ;2013-08-01;MO;2013-08-01 01:45:00;2013-08-01 02:00:00;9700;F1;45 g - Standard;;;
HF;2013-08-02;AL_1;2013-08-01 09:40:00;2013-08-01 11:11:00;120000;F1;52 g - Standard;;;
MDG;2013-08-07;Mayer;2013-08-01 14:10:00;2013-08-01 15:56:00;140000;F1;52 g - UPM Brite 69C;;;
WA;2013-08-03;ESA_1;2013-08-01 16:40:00;2013-08-01 17:30:00;33000;F1;45 g - Standard;;;
WA;2013-08-03;ESA;2013-08-01 17:45:00;2013-08-01 19:47:00;81000;F1;45 g - Standard;;;
AZ;2013-08-02;WE;2013-08-01 21:10:00;2013-08-01 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-08-02;FU;2013-08-01 21:38:00;2013-08-01 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-08-02;IS;2013-08-01 22:09:00;2013-08-01 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-08-02;ME;2013-08-01 22:52:00;2013-08-01 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-08-02;KF;2013-08-01 23:39:00;2013-08-01 23:58:00;12300;F1;45 g - Standard;;;
Freitag, 2. August 2013
AZ;2013-08-02;BU;2013-08-02 00:13:00;2013-08-02 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-08-02;MO;2013-08-02 00:35:00;2013-08-02 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-08-02;KE;2013-08-02 01:05:00;2013-08-02 01:42:00;24300;F1;45 g - Standard;;;
MDG;2013-08-08;KM_E;2013-08-02 07:40:00;2013-08-02 08:02:00;29000;F1;45 g - Standard;;;
MDG;2013-08-08;KM_MUC;2013-08-02 08:17:00;2013-08-02 08:56:00;51000;F1;45 g - Standard;;;
MDG;2013-08-08;KM_A;2013-08-02 09:11:00;2013-08-02 10:59:00;143000;F1;45 g - Standard;;;
AZ;2013-08-03;AL_1;2013-08-02 15:30:00;2013-08-02 16:59:00;118000;F1;45 g - Standard;;;
AZ;2013-08-03;IS_9;2013-08-02 17:39:00;2013-08-02 17:54:00;19900;F1;45 g - Standard;;;
AZ;2013-08-03;ME_9;2013-08-02 18:09:00;2013-08-02 18:26:00;22600;F1;45 g - Standard;;;
AZ;2013-08-03;WE_9;2013-08-02 18:41:00;2013-08-02 18:49:00;9300;F1;45 g - Standard;;;
AZ;2013-08-03;FU_9;2013-08-02 19:04:00;2013-08-02 19:13:00;11300;F1;45 g - Standard;;;
AZ;2013-08-03;KF_9;2013-08-02 19:28:00;2013-08-02 19:38:00;13100;F1;45 g - Standard;;;
AZ;2013-08-03;BU_9;2013-08-02 19:53:00;2013-08-02 19:57:00;4400;F1;45 g - Standard;;;
AZ;2013-08-03;KE_9;2013-08-02 20:12:00;2013-08-02 20:33:00;27000;F1;45 g - Standard;;;
AZ;2013-08-03;MO_9;2013-08-02 20:48:00;2013-08-02 20:56:00;10200;F1;45 g - Standard;;;
AZ;2013-08-03;WE;2013-08-02 21:10:00;2013-08-02 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-08-03;FU;2013-08-02 21:38:00;2013-08-02 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-08-03;IS;2013-08-02 22:09:00;2013-08-02 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-08-03;ME;2013-08-02 22:52:00;2013-08-02 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-08-03;KF;2013-08-02 23:39:00;2013-08-02 23:58:00;12300;F1;45 g - Standard;;;
Samstag, 3. August 2013
AZ;2013-08-03;BU;2013-08-03 00:13:00;2013-08-03 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-08-03;MO;2013-08-03 00:35:00;2013-08-03 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-08-03;KE;2013-08-03 01:05:00;2013-08-03 01:42:00;24300;F1;45 g - Standard;;;
Sonntag, 4. August 2013
AZ;2013-08-05;WE;2013-08-04 21:10:00;2013-08-04 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-08-05;FU;2013-08-04 21:38:00;2013-08-04 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-08-05;IS;2013-08-04 22:09:00;2013-08-04 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-08-05;ME;2013-08-04 22:52:00;2013-08-04 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-08-05;KF;2013-08-04 23:39:00;2013-08-04 23:58:00;12300;F1;45 g - Standard;;;
TEST;2013-08-04;SO;2013-08-04 12:01:00;2013-08-04 12:02:00;1;F2;45 g - Standard;;;
Montag, 5. August 2013
AZ;2013-08-05;BU;2013-08-05 00:13:00;2013-08-05 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-08-05;MO;2013-08-05 00:35:00;2013-08-05 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-08-05;KE;2013-08-05 01:05:00;2013-08-05 01:42:00;24300;F1;45 g - Standard;;;
MDG;2013-08-08;KM_B;2013-08-05 07:44:00;2013-08-05 10:48:00;245000;F1;45 g - Standard;;;
HF;2013-08-06;KE_1;2013-08-05 11:40:00;2013-08-05 12:26:00;60000;F1;52 g - UPM Brite 69C;;;
AZ;2013-08-06;WE;2013-08-05 21:10:00;2013-08-05 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-08-06;FU;2013-08-05 21:38:00;2013-08-05 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-08-06;IS;2013-08-05 22:09:00;2013-08-05 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-08-06;ME;2013-08-05 22:52:00;2013-08-05 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-08-06;KF;2013-08-05 23:39:00;2013-08-05 23:58:00;12300;F1;45 g - Standard;;;
Dienstag, 6. August 2013
AZ;2013-08-06;BU;2013-08-06 00:13:00;2013-08-06 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-08-06;MO;2013-08-06 00:35:00;2013-08-06 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-08-06;KE;2013-08-06 01:05:00;2013-08-06 01:42:00;24300;F1;45 g - Standard;;;
EX;2013-08-09;EXA_01;2013-08-06 10:10:00;2013-08-06 11:44:00;125000;F1;45 g - Standard;;;
MDG;2013-08-08;Saturn;2013-08-06 11:55:00;2013-08-06 13:05:00;92000;F1;45 g - Standard;;;
WA;2013-08-07;EIS;2013-08-06 14:10:00;2013-08-06 15:06:00;37000;F1;45 g - Standard;;;
WA;2013-08-07;EFU;2013-08-06 15:21:00;2013-08-06 16:01:00;26000;F1;45 g - Standard;;;
AZ;2013-08-07;WE;2013-08-06 21:10:00;2013-08-06 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-08-07;FU;2013-08-06 21:38:00;2013-08-06 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-08-07;IS;2013-08-06 22:09:00;2013-08-06 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-08-07;ME;2013-08-06 22:52:00;2013-08-06 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-08-07;KF;2013-08-06 23:39:00;2013-08-07 00:16:00;24300;F1;45 g - Standard;;;
Mittwoch, 7. August 2013
AZ;2013-08-07;BU;2013-08-07 00:31:00;2013-08-07 00:38:00;4200;F1;45 g - Standard;;;
AZ;2013-08-07;MO;2013-08-07 00:53:00;2013-08-07 01:08:00;9700;F1;45 g - Standard;;;
AZ;2013-08-07;KE;2013-08-07 01:23:00;2013-08-07 02:00:00;24300;F1;45 g - Standard;;;
WA;2013-08-08;EKE;2013-08-07 10:10:00;2013-08-07 10:53:00;57000;F1;45 g - Standard;;;
WA;2013-08-08;EKF;2013-08-07 11:08:00;2013-08-07 11:54:00;61000;F1;45 g - Standard;;;
WA;2013-08-08;EME;2013-08-07 12:09:00;2013-08-07 12:46:00;49000;F1;45 g - Standard;;;
MDG;2013-08-09;Papst;2013-08-07 16:10:00;2013-08-07 16:26:00;10000;F1;52 g - UPM Brite 69C;;;
AZ;2013-08-08;WE;2013-08-07 21:10:00;2013-08-07 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-08-08;FU;2013-08-07 21:38:00;2013-08-07 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-08-08;IS;2013-08-07 22:09:00;2013-08-07 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-08-08;ME;2013-08-07 22:52:00;2013-08-07 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-08-08;KF;2013-08-07 23:39:00;2013-08-08 00:16:00;24300;F1;45 g - Standard;;;
Donnerstag, 8. August 2013
AZ;2013-08-08;BU;2013-08-08 00:31:00;2013-08-08 00:38:00;4200;F1;45 g - Standard;;;
AZ;2013-08-08;KE;2013-08-08 00:53:00;2013-08-08 01:30:00;24300;F1;45 g - Standard;;;
AZ;2013-08-08;MO;2013-08-08 01:45:00;2013-08-08 02:00:00;9700;F1;45 g - Standard;;;
MDG;2013-08-14;KM_B;2013-08-08 07:40:00;2013-08-08 10:44:00;245000;F1;45 g - Standard;;;
MDG;2013-08-14;KM_E;2013-08-08 10:59:00;2013-08-08 11:21:00;29000;F1;45 g - Standard;;;
MDG;2013-08-14;KM_MUC;2013-08-08 11:36:00;2013-08-08 12:15:00;51000;F1;45 g - Standard;;;
MDG;2013-08-14;KM_A;2013-08-08 12:30:00;2013-08-08 14:18:00;143000;F1;45 g - Standard;;;
WA;2013-08-10;ESA_1;2013-08-08 16:40:00;2013-08-08 17:30:00;33000;F1;45 g - Standard;;;
WA;2013-08-10;ESA;2013-08-08 17:45:00;2013-08-08 19:47:00;81000;F1;45 g - Standard;;;
AZ;2013-08-09;WE;2013-08-08 21:10:00;2013-08-08 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-08-09;FU;2013-08-08 21:38:00;2013-08-08 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-08-09;IS;2013-08-08 22:09:00;2013-08-08 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-08-09;ME;2013-08-08 22:52:00;2013-08-08 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-08-09;KF;2013-08-08 23:39:00;2013-08-08 23:58:00;12300;F1;45 g - Standard;;;
Freitag, 9. August 2013
AZ;2013-08-09;BU;2013-08-09 00:13:00;2013-08-09 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-08-09;MO;2013-08-09 00:35:00;2013-08-09 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-08-09;KE;2013-08-09 01:05:00;2013-08-09 01:42:00;24300;F1;45 g - Standard;;;
AZ;2013-08-10;AL_1;2013-08-09 15:30:00;2013-08-09 16:59:00;118000;F1;45 g - Standard;;;
AZ;2013-08-10;IS_9;2013-08-09 17:39:00;2013-08-09 17:54:00;19900;F1;45 g - Standard;;;
AZ;2013-08-10;ME_9;2013-08-09 18:09:00;2013-08-09 18:26:00;22600;F1;45 g - Standard;;;
AZ;2013-08-10;WE_9;2013-08-09 18:41:00;2013-08-09 18:49:00;9300;F1;45 g - Standard;;;
AZ;2013-08-10;FU_9;2013-08-09 19:04:00;2013-08-09 19:13:00;11300;F1;45 g - Standard;;;
AZ;2013-08-10;KF_9;2013-08-09 19:28:00;2013-08-09 19:38:00;13100;F1;45 g - Standard;;;
AZ;2013-08-10;BU_9;2013-08-09 19:53:00;2013-08-09 19:57:00;4400;F1;45 g - Standard;;;
AZ;2013-08-10;KE_9;2013-08-09 20:12:00;2013-08-09 20:33:00;27000;F1;45 g - Standard;;;
AZ;2013-08-10;MO_9;2013-08-09 20:48:00;2013-08-09 20:56:00;10200;F1;45 g - Standard;;;
AZ;2013-08-10;WE;2013-08-09 21:10:00;2013-08-09 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-08-10;FU;2013-08-09 21:38:00;2013-08-09 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-08-10;IS;2013-08-09 22:09:00;2013-08-09 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-08-10;ME;2013-08-09 22:52:00;2013-08-09 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-08-10;KF;2013-08-09 23:39:00;2013-08-09 23:58:00;12300;F1;45 g - Standard;;;
Samstag, 10. August 2013
AZ;2013-08-10;BU;2013-08-10 00:13:00;2013-08-10 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-08-10;MO;2013-08-10 00:35:00;2013-08-10 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-08-10;KE;2013-08-10 01:05:00;2013-08-10 01:42:00;24300;F1;45 g - Standard;;;
Sonntag, 11. August 2013
AZ;2013-08-12;WE;2013-08-11 21:10:00;2013-08-11 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-08-12;FU;2013-08-11 21:38:00;2013-08-11 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-08-12;IS;2013-08-11 22:09:00;2013-08-11 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-08-12;ME;2013-08-11 22:52:00;2013-08-11 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-08-12;KF;2013-08-11 23:39:00;2013-08-11 23:58:00;12300;F1;45 g - Standard;;;
TEST;2013-08-11;SO;2013-08-11 12:01:00;2013-08-11 12:02:00;1;F2;45 g - Standard;;;
Montag, 12. August 2013
AZ;2013-08-12;BU;2013-08-12 00:13:00;2013-08-12 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-08-12;MO;2013-08-12 00:35:00;2013-08-12 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-08-12;KE;2013-08-12 01:05:00;2013-08-12 01:42:00;24300;F1;45 g - Standard;;;
MDG;2013-08-14;Saturn;2013-08-12 07:10:00;2013-08-12 08:20:00;92000;F1;45 g - Standard;;;
EX;2013-08-16;EXA_01;2013-08-12 09:10:00;2013-08-12 10:44:00;125000;F1;45 g - Standard;;;
MDG;2013-08-14;EP;2013-08-12 11:10:00;2013-08-12 11:44:00;45000;F1;52 g - UPM Brite 69C;;;
AZ;2013-08-13;WE;2013-08-12 21:10:00;2013-08-12 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-08-13;FU;2013-08-12 21:38:00;2013-08-12 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-08-13;IS;2013-08-12 22:09:00;2013-08-12 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-08-13;ME;2013-08-12 22:52:00;2013-08-12 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-08-13;KF;2013-08-12 23:39:00;2013-08-12 23:58:00;12300;F1;45 g - Standard;;;
Dienstag, 13. August 2013
AZ;2013-08-13;BU;2013-08-13 00:13:00;2013-08-13 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-08-13;MO;2013-08-13 00:35:00;2013-08-13 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-08-13;KE;2013-08-13 01:05:00;2013-08-13 01:42:00;24300;F1;45 g - Standard;;;
WA;2013-08-14;EKE;2013-08-13 08:10:00;2013-08-13 09:36:00;57000;F1;45 g - Standard;;;
WA;2013-08-14;EKF;2013-08-13 09:51:00;2013-08-13 11:23:00;61000;F1;45 g - Standard;;;
WA;2013-08-14;EME;2013-08-13 11:38:00;2013-08-13 12:52:00;49000;F1;45 g - Standard;;;
WA;2013-08-14;EIS;2013-08-13 13:07:00;2013-08-13 14:03:00;37000;F1;45 g - Standard;;;
WA;2013-08-14;EFU;2013-08-13 14:18:00;2013-08-13 14:58:00;26000;F1;45 g - Standard;;;
AZ;2013-08-14;WE;2013-08-13 21:10:00;2013-08-13 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-08-14;FU;2013-08-13 21:38:00;2013-08-13 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-08-14;IS;2013-08-13 22:11:00;2013-08-13 22:39:00;18000;F1;45 g - Standard;;;
AZ;2013-08-14;ME;2013-08-13 22:54:00;2013-08-13 23:26:00;21300;F1;45 g - Standard;;;
AZ;2013-08-14;KF;2013-08-13 23:41:00;2013-08-14 00:18:00;24300;F1;45 g - Standard;;;
Mittwoch, 14. August 2013
